Ids,Molecular Weight,No. of Hydrogen Bond Donors,No. of Hydrogen Bond Acceptors,TPSA,No. of Rotatable Bonds,C Ratio,N Ratio,NO Ratio,Hetero Ratio,Halogen Ratio,Number of Rings,Number of Aromatic Rings,Number of Rings (size 3),Number of Rings (size 4),Number of Rings (size 5),Number of Rings (size 6),Log(BCF),Log(Koc),Parachor,Index of Refraction,Surface Tension,Density,Polarizability,LogS (pH = 7.40),LogP,LogD (pH = 7.40),LogSw|LogSw,LogSw|pH,pKa(Acid)|pKa,pKa(Base)|pKa,Neutral form (pH = 7.40),Negative form (pH = 7.40),Positive form (pH = 7.40),Total energy (VAMP Electrostatics),Electronic energy (VAMP Electrostatics),Heat of formation (VAMP Electrostatics),HOMO eigenvalue (VAMP Electrostatics),LUMO eigenvalue (VAMP Electrostatics),Molecular surface area (VAMP Electrostatics),Mean polarizability (VAMP Electrostatics)
DB01299,0.059440237,0.0410958904,0.0695652174,0.0655897083,0.0331125828,0.5454545455,0.2533333333,0.475,0.5,0,0.125,0.2222222222,0,0,0,0.2,0.4104842292,0.4103041589,0.1410378329,0.4210526316,0.3792212702,0.3548387097,0.1390186916,0.8254972875,0.6399709654,0.6243400945,0.6693766938,0.3458755427,0.3505687694,0.4659540776,0,1,0,0.9425777931,0.9797705468,0.829194839,0.3464170517,0.6352730343,0.0533049779,0.0625711916
DB08828,0.0844008178,0.0136986301,0.0434782609,0.0444113953,0.0264900662,0.6931818182,0.0933333333,0.2375,0.2558139535,0.095890411,0.1875,0.3333333333,0,0,0,0.3,0.4997778765,0.4996896338,0.1936218489,0.4421052632,0.3131300403,0.3548387097,0.2042723632,0.3761301989,0.6965884346,0.7404834676,0.3830171635,0.5658465991,0.5077559462,0.5146476643,1,0,0,0.9276192663,0.9745392513,0.8455465763,0.3253714466,0.5787288845,0.071088582,0.0886537779
DB06731,0.0560595257,0.0273972603,0.0173913043,0.0185244549,0.0397350993,0.7613636364,0.0666666667,0.125,0.1162790698,0.1917808219,0.125,0.2222222222,0,0,0,0.2,0.5459795646,0.5462445686,0.1351735375,0.3263157895,0.1683467742,0.2258064516,0.1375166889,0.6663652803,0.7147350593,0.7157543762,0.5411020777,0.7358900145,1,0.7541567696,0.02,0,0.98,0.938941622,0.9806193909,0.7927557166,0.2828259323,0.6869134069,0.0546517597,0.0600390542
DB08911,0.1280599036,0.0273972603,0.0782608696,0.053634209,0.0331125828,0.6931818182,0.1866666667,0.3,0.2790697674,0.0684931507,0.3125,0.2222222222,0.3333333333,0,0,0.4,0.4895601955,0.4897579143,0.2584516481,0.5368421053,0.4225680444,0.5161290323,0.2837116155,0.3001808318,0.6774739898,0.7185329258,0.3071364047,0.5658465991,0.6470182696,0.4057798892,1,0,0,0.8971934409,0.9546449434,0.854412035,0.3413090853,0.6176606619,0.0963137292,0.1196445682
DB00628,0.0604276836,0.0273972603,0.0434782609,0.0413896757,0.0132450331,0.7272727273,0.12,0.2875,0.2674418605,0.0684931507,0.1875,0.2222222222,0,0,0,0.2,0.4966681475,0.4965859714,0.1330992064,0.4947368421,0.3045614919,0.3655913978,0.1523141967,0.8815551537,0.6820711348,0.62072798,0.6377597109,0.3089725036,0.1658048949,0.5316706255,0,1,0,0.9439388535,0.9804656751,0.831207601,0.2977798017,0.6353899188,0.0525732087,0.0662215862
CID66550890,0.1148114742,0.0410958904,0.0608695652,0.0551056551,0.0728476821,0.6590909091,0.1333333333,0.225,0.2093023256,0.2054794521,0.1875,0.2222222222,0,0,0,0.2,0.4695690804,0.4698944755,0.2503990168,0.3578947368,0.1997857863,0.3279569892,0.2570093458,0.3634719711,0.6970723445,0.7410391775,0.3703703704,0.5658465991,0.5815236125,0.517418844,1,0,0,0.8709150896,0.9448688932,0.7209830823,0.2925585976,0.6420584824,0.1029789899,0.1072937581
DB00934,0.0520332628,0.0136986301,0.0086956522,0.0063219629,0.0264900662,0.9772727273,0.0666666667,0.0625,0.0581395349,0,0.3125,0.2222222222,0,0,0,0.5,0.5513105287,0.5512104283,0.1545793779,0.4,0.2341229839,0.1612903226,0.1652759235,0.5931283906,0.7406242439,0.7115865518,0.5302619693,0.6736613603,1,0.8163103721,0,0,1,0.9581419065,0.9818578134,0.8615252001,0.3266610929,0.740741654,0.0575762024,0.0742865567
DB00159,0.0576677816,0.0136986301,0.0173913043,0.0196017636,0.0860927152,0.9318181818,0,0.1125,0.1046511628,0,0,0,0,0,0,0,0.6095068858,0.60955928,0.1866508728,0.3052631579,0.1663306452,0.0860215054,0.184635069,0.6907775769,0.7594967336,0.7399277577,0.4959349593,0.4146164978,0.3019648397,0,0,1,0,0.9494207418,0.9821991645,0.8211163741,0.298417993,0.7846583451,0.0771170592,0.0760881922
DB04961,0.0375904503,0.0410958904,0.0608695652,0.051174792,0.0132450331,0.5,0.2666666667,0.5875,0.5465116279,0,0.125,0,0,0,0.125,0.1,0.3727232341,0.3724394786,0.0694928733,0.4947368421,0.4074470766,0.5053763441,0.0769359146,0.8806509946,0.5939995161,0.6226729647,0.8870822042,0.7040520984,0.6494312306,0.5617577197,1,0,0,0.958257193,0.987604017,0.8059664038,0.2918278311,0.6883433233,0.0359299874,0.0405098552
CID21549155,0.0546762007,0.0136986301,0.0260869565,0.0244522805,0.0264900662,0.7159090909,0,0.2125,0.1976744186,0.1506849315,0.125,0.1111111111,0.3333333333,0,0,0.1,0.4957796535,0.495965239,0.1249270091,0.3789473684,0.2618447581,0.3172043011,0.1264463729,0.8408679928,0.7016694895,0.6465684912,0.5808491418,0.3371924747,0.2523267839,0,0,1,0,0.9502326941,0.9844913892,0.8111051014,0.3194837192,0.7209896967,0.0507658679,0.0584598845
CID6433117,0.0779205589,0.0547945205,0.0434782609,0.0428768873,0.0397350993,0.8409090909,0.0933333333,0.2125,0.1976744186,0,0.25,0.2222222222,0,0,0.125,0.3,0.5299866726,0.5301055245,0.2094824182,0.4631578947,0.3441280242,0.2688172043,0.2214619493,0.7368896926,0.7077183644,0.710475132,0.6964769648,0.6772793054,0.4033092037,0.7470308789,0.03,0,0.82,0.9293656313,0.9707563799,0.8184023744,0.3529108488,0.6537165669,0.0809228061,0.0963282735
CID6451149,0.1197801975,0,0.0434782609,0.0208524928,0.0463576159,0.7272727273,0.1333333333,0.15,0.1395348837,0.2054794521,0.25,0.3333333333,0,0,0,0.4,0.6143936028,0.6145251397,0.289939216,0.3368421053,0.1918472782,0.2580645161,0.2903315532,0.3128390597,0.7730462134,0.8121700472,0.3224932249,0.5926193922,1,0.7082343626,0.26,0,0.74,0.8717112106,0.9421194346,0.7733474889,0.3852762512,0.6542164404,0.1103369487,0.1205428024
CID9571004,0.092644535,0,0.0695652174,0.0381524944,0.0529801325,0.7159090909,0.2133333333,0.3125,0.2906976744,0.0410958904,0.25,0.2222222222,0,0,0.25,0.2,0.4513549534,0.4512725016,0.2271364776,0.4421052632,0.2724924395,0.2903225806,0.2467734757,0.6347197107,0.6832809098,0.7065851625,0.5835591689,0.7192474674,1,0.7015043547,0.21,0,0.79,0.9151973512,0.9668085811,0.8703861686,0.4066927886,0.6320424129,0.0919747305,0.1068756678
DB01238,0.0904919463,0.0136986301,0.0434782609,0.0235483922,0.0463576159,0.7727272727,0.1333333333,0.2125,0.1976744186,0.095890411,0.25,0.2222222222,0,0,0,0.4,0.5877387828,0.5878336437,0.2285518054,0.3894736842,0.246156754,0.2580645161,0.2369826435,0.3951175407,0.7469150738,0.7921644901,0.3947606143,0.6136034732,0.635298173,0.6995249406,0.6,0,0.4,0.9212831362,0.969874807,0.8389194349,0.3498643494,0.6943471805,0.0872133946,0.1044725679
CID11511120,0.0953414563,0.0273972603,0.0608695652,0.0417154959,0.0463576159,0.7272727273,0.2,0.2625,0.2441860465,0.0821917808,0.25,0.3333333333,0,0,0,0.4,0.5717458907,0.5716945996,0.2411062358,0.4631578947,0.3333543347,0.3010752688,0.257176235,0.4547920434,0.7232034842,0.7474298416,0.413730804,0.6483357453,0.5536022061,0.724861441,0.14,0,0.86,0.9110217608,0.9641362298,0.8511530871,0.382118048,0.6076119159,0.0894290559,0.1069749391
DB00812,0.0589993724,0,0.0347826087,0.0213464783,0.0331125828,0.8409090909,0.12,0.2125,0.1976744186,0,0.1875,0.2222222222,0,0,0.125,0.2,0.5304309196,0.530726257,0.1598792105,0.3894736842,0.2396673387,0.2096774194,0.1673342234,0.5949367089,0.7055407694,0.7507641011,0.6016260163,0.5658465991,1,0.3756927949,1,0,0,0.9470548647,0.9783931259,0.874649339,0.4138706135,0.6904084263,0.0630080228,0.073852934
DB06144,0.0888184605,0.0136986301,0.0434782609,0.0210154029,0.0331125828,0.7727272727,0.1733333333,0.2,0.1860465116,0.0821917808,0.3125,0.3333333333,0,0,0.25,0.3,0.5766326077,0.5766604593,0.2083812988,0.4736842105,0.2649319556,0.3172043011,0.2377614597,0.6265822785,0.734333414,0.7507641011,0.5356820235,0.7185238784,0.639089969,0.750989707,0.06,0,0.94,0.9194677608,0.9676538118,0.8611144793,0.3995418521,0.6678355408,0.0846648204,0.1033231992
DB03585,0.0625982667,0.0136986301,0.0434782609,0.0319776761,0.0331125828,0.7954545455,0.1066666667,0.2625,0.2441860465,0,0.1875,0.2222222222,0,0,0.125,0.2,0.4908929365,0.4909993793,0.1641112909,0.4105263158,0.2747605847,0.247311828,0.1714508233,0.8074141049,0.6808613598,0.6593498194,0.6169828365,0.3545586107,0.3133402275,0.4045922407,0,1,0,0.9417738832,0.9769908354,0.853602598,0.3638527661,0.68929188,0.0652533182,0.0750934732
DB01043,0.0299675425,0.0273972603,0.0086956522,0.0136739381,0,0.9431818182,0.1066666667,0.1,0.0930232558,0,0.25,0,0,0,0,0.4,0.5059973345,0.5065176909,0.0948853557,0.3473684211,0.2568674395,0.1451612903,0.0927347575,0.9095840868,0.7050568594,0.669074743,0.6738934056,0.8502170767,1,0.82304038,0,0,1,0.975403338,0.9895202849,0.82800276,0.2836749893,0.9923787845,0.0384062339,0.0475462622
CID44224257,0.0842163745,0.0273972603,0.052173913,0.0506913169,0.0397350993,0.6818181818,0.1866666667,0.2625,0.2790697674,0.095890411,0.1875,0.2222222222,0,0,0.125,0.2,0.5095513105,0.5096213532,0.1994917055,0.4,0.2302797379,0.2903225806,0.2140631954,0.6546112116,0.6922332446,0.6640733537,0.5176151762,0.7214182344,1,0.7957244656,0,0,1,0.9185476504,0.9665561866,0.8565143367,0.4038888253,0.6504950744,0.0787291963,0.0915861843
CID11284169,0.1119368574,0.0273972603,0.0608695652,0.0771037737,0.0198675497,0.7954545455,0.04,0.225,0.2441860465,0,0.25,0.2222222222,0.3333333333,0,0.125,0.1,0.5064415815,0.5065176909,0.3030553285,0.3473684211,0.2099294355,0.1989247312,0.3020137962,0.4276672694,0.7115896443,0.7577104751,0.4345076784,0.5658465991,0.6046190969,0.4520981789,1,0,0,0.8982126193,0.9462350211,0.7860442705,0.3603182168,0.6709788827,0.1105226331,0.1302869323
DB08899,0.0941043364,0.0136986301,0.052173913,0.0570343005,0.0331125828,0.6477272727,0.1733333333,0.2375,0.2558139535,0.1780821918,0.1875,0.2222222222,0,0,0.125,0.2,0.4709018214,0.4705152079,0.2122685842,0.4315789474,0.3462701613,0.3870967742,0.2148420116,0.4349005425,0.6777159448,0.7188107808,0.4417344173,0.5658465991,0.6166839021,0.3171021378,1,0,0,0.9018114639,0.9636769194,0.812649833,0.3493963304,0.6024765026,0.0802224563,0.0906334597
CID9966051,0.056768058,0.0136986301,0.0173913043,0.0213202024,0.0198675497,0.875,0.1333333333,0.125,0.1627906977,0,0.1875,0.2222222222,0,0,0,0.3,0.5428698356,0.5431409063,0.1600404856,0.4421052632,0.2711693548,0.2043010753,0.1761793502,0.6265822785,0.730946044,0.7471519867,0.5365853659,0.7185238784,1,0.7462391132,0.07,0,0.93,0.9559911603,0.9814970124,0.8709960004,0.4082032258,0.7030352876,0.0615313565,0.076555104
DB01553,0.06818555,0.0136986301,0.0347826087,0.0218457189,0.0066225166,0.7386363636,0.12,0.2125,0.1976744186,0.1232876712,0.25,0.2222222222,0,0,0.125,0.2,0.5410928476,0.5412787089,0.1538369565,0.4947368421,0.3606350806,0.3817204301,0.1692256342,0.5433996383,0.7016694895,0.7463184218,0.5501355014,0.5658465991,0.576008273,0.4794140934,1,0,0,0.9402893446,0.9772951512,0.849974359,0.3155228368,0.6772781934,0.0566449281,0.0753209522
DB00843,0.0749964573,0,0.0347826087,0.0203742728,0.0397350993,0.875,0.0533333333,0.175,0.1627906977,0,0.25,0.2222222222,0,0,0.125,0.3,0.5579742337,0.5580384854,0.2078835705,0.3789473684,0.2259954637,0.1935483871,0.2151757899,0.6763110307,0.7232034842,0.731036399,0.5627822945,0.7395079595,1,0.7458432304,0.04,0,0.96,0.9325613749,0.9722160488,0.8239697702,0.351918959,0.6739451914,0.0801660987,0.0946765624
DB00248,0.0912162238,0.0273972603,0.0608695652,0.0376690192,0.0529801325,0.7954545455,0.2,0.2625,0.2441860465,0,0.25,0.2222222222,0,0,0.125,0.3,0.4811195024,0.4810676598,0.2548591068,0.3894736842,0.2476058468,0.2043010753,0.2639630619,0.6943942134,0.7021533995,0.6949152542,0.549232159,0.7445730825,0.5880730782,0.7684085511,0.01,0,0.99,0.9182195875,0.9601311234,0.8630028915,0.4219877245,0.7121504074,0.0968858621,0.1131245993
DB00909,0.0373745167,0.0273972603,0.0434782609,0.0496980908,0.0132450331,0.5454545455,0.1866666667,0.45,0.5,0,0.125,0.2222222222,0,0,0.125,0.1,0.3953798312,0.3954065798,0.0817052893,0.4631578947,0.3893019153,0.3924731183,0.0856141522,0.6699819168,0.6317444955,0.6660183384,0.6766034327,0.501447178,0.4677697346,0.2636579572,0.99,0.01,0,0.9644638196,0.9897560035,0.8502681463,0.2729682996,0.5731404368,0.0327565381,0.0403791399
DB01117,0.0721510816,0.0136986301,0.0260869565,0.0285723295,0.0132450331,0.8636363636,0,0.15,0.1395348837,0.0547945205,0.25,0.2222222222,0,0,0,0.4,0.6072856508,0.6076970826,0.1789374753,0.4526315789,0.3224546371,0.3064516129,0.1911993769,0.5506329114,0.7382046939,0.7227007502,0.4128274616,0.4703328509,0.3109272665,0,0,1,0,0.9362888806,0.9758282767,0.8216586987,0.3088807931,0.5792381429,0.0671615552,0.086568174
DB00877,0.1952625056,0.0410958904,0.1217391304,0.1027016801,0.0397350993,0.7840909091,0.0266666667,0.275,0.2558139535,0,0.25,0,0,0,0,0.3,0.5184362506,0.5183116077,0.5440725849,0.3473684211,0.2650579637,0.2150537634,0.5157432132,0.3327305606,0.7227195742,0.7704918033,0.3396567299,0.5658465991,0.4967252671,0.3107680127,1,0,0,0.8116374893,0.8721610352,0.6499596743,0.4029553138,0.7304700594,0.2051623541,0.2186487905
CID54048333,0.2515424636,0.0410958904,0.1391304348,0.1194814204,0.1986754967,0.8181818182,0.0133333333,0.2375,0.2209302326,0,0.4375,0.3333333333,0,0.5,0,0.5,0.9289204798,0.9286157666,0.6833947847,0.4105263158,0.3158392137,0.2580645161,0.6794615042,0,0.9225744012,1,0.0072267389,0.5658465991,0.5649775939,0.3040380048,1,0,0,0.7628788111,0.8282910008,0.7266127932,0.3103599208,0.6695532322,0.2459887358,0.2788231559
DB00279,0.1360606954,0.0547945205,0.0434782609,0.0487574164,0.0331125828,0.6363636364,0.0533333333,0.275,0.2558139535,0.1780821918,0.125,0.2222222222,0,0,0,0.2,0.5704131497,0.5704531347,0.1919729503,0.5684210526,0.4194178427,0.8655913978,0.2198486871,0.4132007233,0.7205419792,0.696304529,0.413730804,0.5470332851,0.2116511548,0.7232779097,0,0.19,0,0.9329490159,0.9788930486,0.8237482048,0.3340730626,0.6609087221,0.0680429119,0.0912956657
DB00735,0.0542825717,0,0.0086956522,0.0017026733,0.0331125828,0.9772727273,0.0666666667,0.0625,0.0581395349,0,0.1875,0.3333333333,0,0,0,0.3,0.5944024878,0.5946617008,0.1604520151,0.4631578947,0.2310987903,0.1612903226,0.1866377392,0.4764918626,0.7452213888,0.7774381773,0.4390243902,0.6562952243,1,0.7121931908,0.21,0,0.79,0.956516722,0.9825516263,0.8803905898,0.3984084828,0.674545142,0.0612601097,0.0778612707
DB05062,0.1155245051,0,0.0608695652,0.0324769167,0.0397350993,0.75,0.1733333333,0.225,0.2093023256,0.095890411,0.3125,0.2222222222,0,0,0.125,0.4,0.4877832075,0.4878957169,0.2998270464,0.3789473684,0.2763986895,0.2634408602,0.2966177125,0.5424954792,0.6992499395,0.7329813837,0.5185185185,0.6772793054,1,0.6999208234,0.42,0,0.58,0.8851531436,0.9452877792,0.8007458344,0.3506736153,0.6691629913,0.1120008765,0.1274936142
DB00469,0.0655246176,0.0273972603,0.0608695652,0.071585851,0.0132450331,0.5681818182,0.1866666667,0.4,0.476744186,0,0.1875,0.2222222222,0,0,0.125,0.2,0.4153709462,0.4152700186,0.1415383418,0.5368421053,0.4982988911,0.4731182796,0.151034713,0.8481012658,0.6600532301,0.62072798,0.6224028907,0.3589001447,0.2933471217,0.5324623911,0,1,0,0.9413731328,0.9794865361,0.8410394821,0.3490511134,0.5855642432,0.0519833003,0.0683346338
CID208952,0.0867670908,0.0136986301,0.0608695652,0.0439384305,0.0331125828,0.6590909091,0.2266666667,0.2875,0.2674418605,0.1369863014,0.25,0.3333333333,0,0,0.125,0.3,0.5002221235,0.5003103662,0.1858500587,0.4736842105,0.2748865927,0.3817204301,0.209835336,0.5072332731,0.6866682797,0.7290914143,0.5140018067,0.5672937771,0.5394691486,0.5225653207,1,0,0,0.9135319502,0.966349689,0.85028467,0.3174504037,0.6347448354,0.0730375356,0.0889504875
CID54678924,0.0731632706,0.0821917808,0.0695652174,0.0831104268,0.0066225166,0.6931818182,0.0533333333,0.375,0.3488372093,0,0.25,0.1111111111,0,0,0,0.4,0.4735673034,0.4736188703,0.1623483875,0.5684210526,0.6130922379,0.5,0.1697263017,0.8634719711,0.6421485604,0.586273965,0.5980126468,0.3386396527,0.2933471217,0.3535233571,0,1,0,0.9247161696,0.970971872,0.7597789233,0.322284344,0.6304756477,0.0606788104,0.0779010699
DB01394,0.0794838286,0.0136986301,0.0608695652,0.0436651619,0.0331125828,0.7613636364,0.04,0.3,0.2790697674,0,0.1875,0.1111111111,0,0,0,0.1,0.4300310973,0.4301675978,0.2040129687,0.3789473684,0.2595766129,0.2580645161,0.2067757009,0.6817359855,0.6474715703,0.6840789108,0.6883468835,0.5658465991,0.6466735608,0.3598574822,1,0,0,0.9219064451,0.966692708,0.7993044225,0.3767925388,0.6605161776,0.0780449842,0.0907463335
CID89657,0.0541273694,0.0136986301,0.0347826087,0.0259657679,0.0066225166,0.75,0.1333333333,0.25,0.2325581395,0.0684931507,0.1875,0.2222222222,0,0,0,0.2,0.4540204354,0.4537554314,0.1262394546,0.4315789474,0.2779737903,0.311827957,0.1369603916,0.5741410488,0.6781998548,0.7149208113,0.566395664,0.480463097,0.3991726991,0.4077593032,0.7,0.3,0,0.9513184989,0.983237194,0.8465153281,0.3236133302,0.6551361599,0.0477335408,0.0618139487
CID4330618,0.1864722064,0.0410958904,0.1217391304,0.0893693277,0.0529801325,0.7727272727,0,0.2875,0.2674418605,0,0.4375,0,0,0,0.125,0.5,0.6219458019,0.6219739292,0.49691909,0.3684210526,0.2683341734,0.247311828,0.480529595,0.390596745,0.7711105734,0.8260627952,0.3974706414,0.5658465991,0.5663564288,0,1,0,0,0.8172209308,0.8790757279,0.6307620449,0.3039413748,0.677682597,0.1860079391,0.2075362909
DB06581,0.1211837663,0.0273972603,0.052173913,0.0530246099,0.0463576159,0.875,0,0.175,0.1627906977,0,0.3125,0,0,0,0.125,0.4,0.7414482452,0.7417752948,0.3423536151,0.3473684211,0.2372101815,0.1935483871,0.3314975523,0.6130198915,0.8449068473,0.7802167269,0.3902439024,0.4630969609,0.2926577042,0,0,1,0,0.8887028657,0.9366883314,0.7339376933,0.2793386631,0.8059167483,0.1210415553,0.1474833375
CID23479,0.0529419836,0.0136986301,0.0086956522,0.0063219629,0.0397350993,0.9772727273,0.0666666667,0.0625,0.0581395349,0,0.125,0.2222222222,0,0,0,0.2,0.5397601066,0.5394165115,0.1672505937,0.3263157895,0.1616053427,0.0967741935,0.1735091233,0.7567811935,0.7440116138,0.717421506,0.5709123758,0.7771345876,1,0.8103721298,0,0,1,0.9572334986,0.9808754704,0.8561666285,0.3368967861,0.7368397568,0.0654887673,0.075676023
DB08875,0.1024425245,0.0273972603,0.0695652174,0.0519105151,0.0529801325,0.7613636364,0.1066666667,0.275,0.2558139535,0.0410958904,0.3125,0.4444444444,0.3333333333,0,0,0.4,0.5624167037,0.5623836127,0.2542723992,0.4947368421,0.3663054435,0.3333333333,0.2737538941,0.3499095841,0.7190902492,0.765490414,0.3586269196,0.5767004342,0.6159944847,0.6413301663,0.94,0,0.06,0.8999977569,0.9592065755,0.8248558372,0.3688277347,0.6417793245,0.0960999568,0.1134791882
DB01100,0.0934542862,0.0136986301,0.0347826087,0.0186978753,0.0463576159,0.8295454545,0.12,0.15,0.1395348837,0.0821917808,0.3125,0.3333333333,0,0,0.125,0.4,0.6143936028,0.6145251397,0.242891384,0.4,0.2389112903,0.2365591398,0.2548397864,0.4737793852,0.7699007985,0.786051681,0.4155374887,0.6534008683,0.5532574974,0.7624703088,0.04,0,0.96,0.9119265417,0.9635308334,0.8412408122,0.3624969818,0.706687376,0.0935463161,0.1094209459
DB00991,0.0556141625,0.0136986301,0.0347826087,0.0332809569,0.0331125828,0.8295454545,0.0666666667,0.225,0.2093023256,0,0.1875,0.3333333333,0,0,0.125,0.2,0.5402043536,0.5400372439,0.1462208801,0.4,0.2605216734,0.2365591398,0.1515910102,0.6952983725,0.7152189693,0.6768546819,0.4896115628,0.4102749638,0.2857635298,0.4275534442,0,1,0,0.948383274,0.9818902207,0.8356545664,0.3761565131,0.6603609003,0.0559197134,0.0680414871
DB00344,0.0488797317,0.0136986301,0.0086956522,0.0063219629,0.0264900662,0.9772727273,0.0666666667,0.0625,0.0581395349,0,0.1875,0.2222222222,0,0,0,0.2,0.5699689027,0.5698324022,0.1488846994,0.3789473684,0.2007938508,0.1344086022,0.1587116155,0.7432188065,0.734575369,0.7049180328,0.5700090334,0.7698986975,1,0.8159144893,0,0,1,0.9607081139,0.9838611615,0.8656953686,0.3622502049,0.6949169288,0.0558131063,0.0700397756
DB00348,0.0636914308,0,0.052173913,0.0525726658,0.0264900662,0.5909090909,0.0533333333,0.325,0.3023255814,0.1780821918,0.125,0.1111111111,0,0,0,0.2,0.4451354953,0.4450651769,0.1314391854,0.3368421053,0.2505040323,0.376344086,0.1240542946,0.678119349,0.6794096298,0.6515698805,0.5510388437,0.3567293777,0.2461220269,0,0,1,0,0.9234875893,0.9763244311,0.7647222759,0.1691947692,0.5574763682,0.0529959199,0.055192772
DB05316,0.0858066359,0.0136986301,0.0434782609,0.0235483922,0.0529801325,0.8181818182,0.1333333333,0.2,0.1860465116,0.0410958904,0.1875,0.2222222222,0,0,0,0.3,0.5566414927,0.5567970205,0.2397882291,0.3789473684,0.2414314516,0.1989247312,0.242823765,0.595840868,0.7181224292,0.7374270631,0.5212285456,0.7054992764,0.6042743881,0.7383214568,0.1,0,0.9,0.9198018443,0.9651507081,0.8227879252,0.3431577918,0.6994395939,0.0922117968,0.1033737295
CID162558,0.0723827604,0.0136986301,0.0347826087,0.0234905854,0.0198675497,0.8181818182,0.16,0.1875,0.1744186047,0.0547945205,0.25,0.2222222222,0,0,0,0.3,0.5108840515,0.5108628181,0.1778780649,0.4631578947,0.2575604839,0.2795698925,0.2024922118,0.6537070524,0.7178804742,0.6865796054,0.5438121048,0.7120115774,1,0.8111638955,0,0,1,0.9380612896,0.9738682456,0.8666732529,0.3602909676,0.6716288292,0.0703678169,0.0883463883
DB00238,0.0495365299,0.0136986301,0.0434782609,0.0305430161,0.0066225166,0.75,0.2666666667,0.3125,0.2906976744,0,0.25,0.2222222222,0.3333333333,0,0,0.2,0.4673478454,0.4674115456,0.1245210408,0.4736842105,0.3591229839,0.3064516129,0.1342901647,0.5669077758,0.6716670699,0.7118644068,0.5736224029,0.5868306802,0.5536022061,0.5641330166,1,0,0,0.955286918,0.982958051,0.8883700247,0.3615641019,0.6631180965,0.0475715619,0.061991154
